precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,0,NA,-100,NA,-100,2026-03-22,Violent
1,Rape,0,2,-100,0,2,-100,0,7,-100,-100,NA,-100,2026-03-22,Violent
1,Robbery,0,2,-100,3,11,-72.7,23,26,-11.5,-17.9,130,-89.2,2026-03-22,Property
1,Felony Assault,2,2,0,15,13,15.4,51,26,96.2,59.4,325,27.5,2026-03-22,Violent
1,Burglary,5,3,66.7,19,13,46.2,38,38,0,-32.1,-11.6,-80.1,2026-03-22,Property
1,Grand Larceny,34,22,54.5,93,112,-17,260,284,-8.5,7.9,11.1,-64.5,2026-03-22,Property
1,Motor Vehicle Theft,2,0,NA,3,2,50,9,5,80,80,125,-95.5,2026-03-22,Property
1,Total Major Felonies,43,31,38.7,133,153,-13.1,381,386,-1.3,3.5,25.7,-72.4,2026-03-22,Combined Total
1,Transit System Crimes,1,2,-50,4,13,-69.2,8,25,-68,-50,-55.6,NA,2026-03-22,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-03-22,Other/Mixed Category
1,Petty Theft,47,79,-40.5,172,279,-38.4,546,792,-31.1,-39.5,65.5,NA,2026-03-22,Property
1,Retail Theft,40,69,-42,158,278,-43.2,533,787,-32.3,-41.2,NA,NA,2026-03-22,Other/Mixed Category
1,Misdemeanor Assault,17,13,30.8,33,36,-8.3,85,101,-15.8,-7.6,60.4,NA,2026-03-22,Violent
1,Rape (FBI/UCR Definition),0,2,-100,0,4,-100,0,9,-100,-100,NA,NA,2026-03-22,Violent
1,Other Sex Crimes,3,0,NA,4,7,-42.9,14,15,-6.7,-44,NA,NA,2026-03-22,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-03-22,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-03-22,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-03-22,Violent
5,Rape,1,1,0,3,1,200,5,4,25,400,400,150,2026-03-22,Violent
5,Robbery,2,3,-33.3,9,14,-35.7,31,29,6.9,63.2,55,-77.7,2026-03-22,Property
5,Felony Assault,4,4,0,19,20,-5,52,37,40.5,-1.9,62.5,-1.9,2026-03-22,Violent
5,Burglary,4,5,-20,17,7,142.9,46,22,109.1,7,17.9,-74.7,2026-03-22,Property
5,Grand Larceny,16,11,45.5,48,47,2.1,147,151,-2.6,-13,26.7,-50,2026-03-22,Property
5,Motor Vehicle Theft,0,0,NA,0,0,NA,1,5,-80,-87.5,-66.7,-98.8,2026-03-22,Property
5,Total Major Felonies,27,24,12.5,96,89,7.9,282,248,13.7,-3.8,33.6,-62.6,2026-03-22,Combined Total
5,Transit System Crimes,1,1,0,4,8,-50,18,16,12.5,63.6,157.1,NA,2026-03-22,Other/Mixed Category
5,Housing System Crimes,2,2,0,9,5,80,15,14,7.1,15.4,66.7,NA,2026-03-22,Other/Mixed Category
5,Petty Theft,16,18,-11.1,80,56,42.9,239,261,-8.4,-19.5,20.7,NA,2026-03-22,Property
5,Retail Theft,6,15,-60,49,41,19.5,163,198,-17.7,-35.6,NA,NA,2026-03-22,Other/Mixed Category
5,Misdemeanor Assault,7,11,-36.4,31,35,-11.4,82,86,-4.7,-1.2,43.9,NA,2026-03-22,Violent
5,Rape (FBI/UCR Definition),1,1,0,4,1,300,9,4,125,200,NA,NA,2026-03-22,Violent
5,Other Sex Crimes,4,2,100,8,4,100,20,10,100,0,NA,NA,2026-03-22,Other/Mixed Category
5,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-03-22,Other/Mixed Category
5,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-03-22,Other/Mixed Category
6,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-03-22,Violent
6,Rape,0,1,-100,1,1,0,1,2,-50,0,0,-50,2026-03-22,Violent
6,Robbery,0,2,-100,3,6,-50,15,18,-16.7,-55.9,-58.3,-92,2026-03-22,Property
6,Felony Assault,2,5,-60,5,7,-28.6,24,21,14.3,14.3,26.3,-35.1,2026-03-22,Violent
6,Burglary,3,3,0,18,14,28.6,56,37,51.4,7.7,3.7,-64.6,2026-03-22,Property
6,Grand Larceny,9,19,-52.6,44,73,-39.7,152,201,-24.4,-33,-26.2,-68.1,2026-03-22,Property
