precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,1,-100,0,2,-100,NA,NA,-100,2025-05-18,Violent
1,Rape,0,0,NA,0,3,-100,9,8,12.5,80,NA,80,2025-05-18,Violent
1,Robbery,5,4,25,17,11,54.5,62,48,29.2,34.8,138.5,-80.8,2025-05-18,Property
1,Felony Assault,4,6,-33.3,12,21,-42.9,54,70,-22.9,3.8,157.1,-15.6,2025-05-18,Violent
1,Burglary,8,6,33.3,22,18,22.2,77,86,-10.5,4.1,10,-76.2,2025-05-18,Property
1,Grand Larceny,19,18,5.6,73,93,-21.5,444,410,8.3,4.7,8.8,-65.7,2025-05-18,Property
1,Motor Vehicle Theft,0,1,-100,1,1,0,13,11,18.2,-45.8,30,-96.1,2025-05-18,Property
1,Total Major Felonies,36,35,2.9,125,148,-15.5,659,635,3.8,5.4,23.2,-72,2025-05-18,Combined Total
1,Transit System Crimes,2,1,100,4,7,-42.9,41,28,46.4,32.3,70.8,NA,2025-05-18,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-05-18,Other/Mixed Category
1,Petty Theft,60,70,-14.3,273,317,-13.9,1328,1536,-13.5,-5.6,109.8,NA,2025-05-18,Property
1,Retail Theft,60,70,-14.3,267,304,-12.2,1300,1519,-14.4,-8.2,NA,NA,2025-05-18,Other/Mixed Category
1,Misdemeanor Assault,9,12,-25,25,34,-26.5,171,170,0.6,30.5,85.9,NA,2025-05-18,Violent
1,Rape (FBI/UCR Definition),0,0,NA,0,3,-100,12,9,33.3,71.4,NA,NA,2025-05-18,Violent
1,Other Sex Crimes,2,5,-60,13,9,44.4,39,38,2.6,21.9,NA,NA,2025-05-18,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,1,-100,0,1,-100,NA,NA,-100,2025-05-18,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,1,-100,0,1,-100,NA,NA,-100,2025-05-18,Other/Mixed Category
5,Murder,0,0,NA,2,0,NA,2,0,NA,0,NA,0,2025-05-18,Violent
5,Rape,1,0,NA,4,0,NA,10,2,400,400,233.3,150,2025-05-18,Violent
5,Robbery,2,3,-33.3,12,8,50,58,40,45,7.4,87.1,-78.2,2025-05-18,Property
5,Felony Assault,4,5,-20,21,16,31.2,78,77,1.3,8.3,44.4,-14.3,2025-05-18,Violent
