precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,3,-100,NA,-100,-100,2025-07-27,Violent
1,Rape,0,2,-100,1,2,-50,11,11,0,10,450,37.5,2025-07-27,Violent
1,Robbery,3,1,200,8,7,14.3,87,70,24.3,4.8,107.1,-81.8,2025-07-27,Property
1,Felony Assault,2,2,0,7,17,-58.8,87,123,-29.3,11.5,141.7,-15.5,2025-07-27,Violent
1,Burglary,3,4,-25,8,16,-50,108,138,-21.7,-0.9,5.9,-77.6,2025-07-27,Property
1,Grand Larceny,34,22,54.5,100,80,25,677,639,5.9,-1,12.3,-68.5,2025-07-27,Property
1,Motor Vehicle Theft,0,3,-100,1,7,-85.7,20,25,-20,-47.4,5.3,-96.1,2025-07-27,Property
1,Total Major Felonies,42,34,23.5,125,129,-3.1,990,1009,-1.9,-1.2,23,-73.5,2025-07-27,Combined Total
1,Transit System Crimes,3,3,0,6,6,0,58,52,11.5,16,48.7,NA,2025-07-27,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-07-27,Other/Mixed Category
1,Petty Theft,117,76,53.9,325,277,17.3,1994,2211,-9.8,-8.5,102.4,NA,2025-07-27,Property
1,Retail Theft,115,73,57.5,309,252,22.6,1948,2154,-9.6,-11.7,NA,NA,2025-07-27,Other/Mixed Category
1,Misdemeanor Assault,8,7,14.3,38,32,18.8,258,258,0,23.4,81.7,NA,2025-07-27,Violent
1,Rape (FBI/UCR Definition),0,2,-100,1,2,-50,14,12,16.7,16.7,NA,NA,2025-07-27,Violent
1,Other Sex Crimes,1,6,-83.3,5,15,-66.7,58,67,-13.4,11.5,NA,NA,2025-07-27,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-07-27,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-07-27,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,2,0,NA,0,NA,-50,2025-07-27,Violent
5,Rape,0,0,NA,2,0,NA,11,5,120,266.7,266.7,120,2025-07-27,Violent
5,Robbery,1,4,-75,7,19,-63.2,81,78,3.8,8,55.8,-82.1,2025-07-27,Property
5,Felony Assault,7,10,-30,33,20,65,140,122,14.8,22.8,70.7,-20.5,2025-07-27,Violent
5,Burglary,4,1,300,14,5,180,76,81,-6.2,-12.6,4.1,-82.6,2025-07-27,Property
5,Grand Larceny,7,15,-53.3,54,61,-11.5,391,418,-6.5,-1.5,37.2,-55.9,2025-07-27,Property
