precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,1,-100,0,3,-100,NA,NA,-100,2025-07-06,Violent
1,Rape,0,0,NA,1,1,0,10,9,11.1,0,900,25,2025-07-06,Violent
1,Robbery,2,2,0,10,4,150,80,65,23.1,21.2,122.2,-81.5,2025-07-06,Property
1,Felony Assault,0,6,-100,13,18,-27.8,79,112,-29.5,19.7,163.3,-9.2,2025-07-06,Violent
1,Burglary,4,8,-50,10,20,-50,104,130,-20,5.1,11.8,-76.1,2025-07-06,Property
1,Grand Larceny,21,16,31.2,84,97,-13.4,599,575,4.2,0.7,10.7,-68.3,2025-07-06,Property
1,Motor Vehicle Theft,0,3,-100,2,8,-75,19,21,-9.5,-45.7,26.7,-95.8,2025-07-06,Property
1,Total Major Felonies,27,35,-22.9,120,149,-19.5,891,915,-2.6,2.3,24.4,-73.1,2025-07-06,Combined Total
1,Transit System Crimes,1,1,0,5,10,-50,53,47,12.8,26.2,39.5,NA,2025-07-06,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-07-06,Other/Mixed Category
1,Petty Theft,66,61,8.2,227,262,-13.4,1737,1995,-12.9,-10.9,96,NA,2025-07-06,Property
1,Retail Theft,58,57,1.8,206,247,-16.6,1697,1959,-13.4,-14.2,NA,NA,2025-07-06,Other/Mixed Category
1,Misdemeanor Assault,13,10,30,31,36,-13.9,233,236,-1.3,23.9,77.9,NA,2025-07-06,Violent
1,Rape (FBI/UCR Definition),0,0,NA,1,1,0,13,10,30,8.3,NA,NA,2025-07-06,Violent
1,Other Sex Crimes,0,4,-100,7,13,-46.2,53,56,-5.4,17.8,NA,NA,2025-07-06,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,1,-100,0,2,-100,NA,NA,-100,2025-07-06,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,1,-100,0,2,-100,NA,NA,-100,2025-07-06,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,2,0,NA,0,NA,-50,2025-07-06,Violent
5,Rape,2,0,NA,2,1,100,11,5,120,450,266.7,175,2025-07-06,Violent
5,Robbery,0,1,-100,11,9,22.2,74,60,23.3,4.2,51,-81.4,2025-07-06,Property
5,Felony Assault,18,7,157.1,35,16,118.8,124,109,13.8,20.4,74.6,-15.1,2025-07-06,Violent
5,Burglary,3,1,200,10,7,42.9,65,77,-15.6,-16.7,-1.5,-83.8,2025-07-06,Property
5,Grand Larceny,14,12,16.7,67,63,6.3,351,369,-4.9,-1.7,36,-54.8,2025-07-06,Property
5,Motor Vehicle Theft,0,0,NA,2,2,0,9,15,-40,-64,28.6,-94.4,2025-07-06,Property
5,Total Major Felonies,37,21,76.2,127,98,29.6,636,635,0.2,-0.3,40.1,-66.4,2025-07-06,Combined Total
