precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,0,NA,-100,NA,NA,2026-02-22,Violent
1,Rape,0,0,NA,0,3,-100,0,5,-100,-100,NA,-100,2026-02-22,Violent
1,Robbery,1,2,-50,5,9,-44.4,20,15,33.3,0,150,-85.8,2026-02-22,Property
1,Felony Assault,7,3,133.3,19,9,111.1,33,13,153.8,65,266.7,37.5,2026-02-22,Violent
1,Burglary,5,3,66.7,9,14,-35.7,19,25,-24,-45.7,-44.1,-84.7,2026-02-22,Property
1,Grand Larceny,13,16,-18.8,85,92,-7.6,167,172,-2.9,17.6,9.9,-65.4,2026-02-22,Property
1,Motor Vehicle Theft,2,0,NA,5,2,150,6,3,100,100,200,-95.6,2026-02-22,Property
1,Total Major Felonies,28,24,16.7,123,129,-4.7,245,233,5.2,8.9,19.5,-73.1,2026-02-22,Combined Total
1,Transit System Crimes,0,2,-100,1,8,-87.5,3,12,-75,-70,-76.9,NA,2026-02-22,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-02-22,Other/Mixed Category
1,Petty Theft,36,72,-50,176,273,-35.5,375,513,-26.9,-34.4,80.3,NA,2026-02-22,Property
1,Retail Theft,26,69,-62.3,162,274,-40.9,375,509,-26.3,-34.8,NA,NA,2026-02-22,Other/Mixed Category
1,Misdemeanor Assault,12,6,100,36,31,16.1,53,65,-18.5,6,55.9,NA,2026-02-22,Violent
1,Rape (FBI/UCR Definition),0,0,NA,0,3,-100,0,5,-100,-100,NA,NA,2026-02-22,Violent
1,Other Sex Crimes,0,1,-100,3,8,-62.5,10,8,25,-16.7,NA,NA,2026-02-22,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-22,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-22,Other/Mixed Category
