precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,3,0,NA,NA,50,-66.7,2024-09-29,Violent
1,Rape,0,0,NA,1,2,-50,12,13,-7.7,-29.4,500,9.1,2024-09-29,Violent
1,Robbery,5,2,150,14,5,180,101,99,2,0,62.9,-84.3,2024-09-29,Property
1,Felony Assault,0,5,-100,13,13,0,153,108,41.7,50,178.2,9.3,2024-09-29,Violent
1,Burglary,2,6,-66.7,12,18,-33.3,164,147,11.6,-15.9,22.4,-74.4,2024-09-29,Property
1,Grand Larceny,33,29,13.8,105,120,-12.5,852,946,-9.9,-6.9,6.2,-71,2024-09-29,Property
1,Motor Vehicle Theft,4,1,300,7,8,-12.5,36,56,-35.7,-28,12.5,-94.8,2024-09-29,Property
1,Total Major Felonies,44,43,2.3,152,166,-8.4,1321,1369,-3.5,-4.3,21.3,-73.9,2024-09-29,Combined Total
1,Transit System Crimes,1,3,-66.7,11,12,-8.3,73,74,-1.4,2.8,52.1,NA,2024-09-29,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2024-09-29,Other/Mixed Category
1,Petty Theft,87,88,-1.1,307,305,0.7,2893,2968,-2.5,-2.5,118.3,NA,2024-09-29,Property
1,Retail Theft,85,93,-8.6,288,308,-6.5,2807,2992,-6.2,-5.6,NA,NA,2024-09-29,Other/Mixed Category
1,Misdemeanor Assault,6,8,-25,35,35,0,340,295,15.3,22.3,79.9,NA,2024-09-29,Violent
1,Rape (FBI/UCR Definition),0,0,NA,3,2,50,16,16,0,-33.3,NA,NA,2024-09-29,Violent
1,Other Sex Crimes,1,1,0,5,10,-50,81,74,9.5,-2.4,NA,NA,2024-09-29,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,2,0,NA,0,-66.7,-50,2024-09-29,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,2,0,NA,0,-50,-50,2024-09-29,Other/Mixed Category
5,Murder,0,0,NA,1,0,NA,1,4,-75,-66.7,0,-83.3,2024-09-29,Violent
5,Rape,1,0,NA,6,1,500,13,4,225,-13.3,85.7,62.5,2024-09-29,Violent
5,Robbery,2,2,0,6,4,50,113,90,25.6,63.8,59.2,-81.8,2024-09-29,Property
5,Felony Assault,9,0,NA,26,13,100,172,147,17,5.5,73.7,-21.1,2024-09-29,Violent
5,Burglary,3,2,50,8,21,-61.9,105,127,-17.3,-13.9,11.7,-81.3,2024-09-29,Property
5,Grand Larceny,19,16,18.8,70,71,-1.4,570,542,5.2,21,43.2,-52.6,2024-09-29,Property
5,Motor Vehicle Theft,0,0,NA,1,4,-75,21,33,-36.4,-4.5,90.9,-91.5,2024-09-29,Property
5,Total Major Felonies,34,20,70,118,114,3.5,995,947,5.1,15,46.1,-65.3,2024-09-29,Combined Total
5,Transit System Crimes,1,0,NA,5,3,66.7,46,27,70.4,-14.8,4.5,NA,2024-09-29,Other/Mixed Category
5,Housing System Crimes,0,1,-100,1,3,-66.7,33,28,17.9,-15.4,26.9,NA,2024-09-29,Other/Mixed Category
5,Petty Theft,58,21,176.2,181,90,101.1,1111,796,39.6,71.2,27.8,NA,2024-09-29,Property
5,Retail Theft,54,12,350,162,49,230.6,973,500,94.6,270,NA,NA,2024-09-29,Other/Mixed Category
5,Misdemeanor Assault,6,3,100,41,25,64,346,277,24.9,23.1,65.6,NA,2024-09-29,Violent
5,Rape (FBI/UCR Definition),1,0,NA,7,2,250,21,10,110,-12.5,NA,NA,2024-09-29,Violent
5,Other Sex Crimes,0,1,-100,10,5,100,63,48,31.2,-19.2,NA,NA,2024-09-29,Other/Mixed Category
5,Shooting Victims,0,0,NA,1,0,NA,3,7,-57.1,-50,200,-81.2,2024-09-29,Other/Mixed Category
5,Shooting Incidents,0,0,NA,1,0,NA,2,7,-71.4,-66.7,100,-86.7,2024-09-29,Other/Mixed Category
6,Murder,0,0,NA,0,0,NA,0,1,-100,-100,NA,-100,2024-09-29,Violent
6,Rape,0,0,NA,2,0,NA,5,7,-28.6,-50,-28.6,-50,2024-09-29,Violent
6,Robbery,2,1,100,14,19,-26.3,124,142,-12.7,-35.1,22.8,-80.7,2024-09-29,Property
6,Felony Assault,3,4,-25,15,16,-6.2,126,162,-22.2,-14.9,77.5,-44,2024-09-29,Violent
6,Burglary,5,6,-16.7,22,20,10,190,215,-11.6,-44.1,37.7,-70,2024-09-29,Property
6,Grand Larceny,26,28,-7.1,110,121,-9.1,838,957,-12.4,-15.9,7.7,-55.2,2024-09-29,Property
6,Motor Vehicle Theft,1,2,-50,3,7,-57.1,32,39,-17.9,-31.9,6.7,-94.1,2024-09-29,Property
6,Total Major Felonies,37,41,-9.8,166,183,-9.3,1315,1523,-13.7,-24.2,16.9,-66.5,2024-09-29,Combined Total
6,Transit System Crimes,1,0,NA,2,2,0,30,31,-3.2,-9.1,-18.9,NA,2024-09-29,Other/Mixed Category
6,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2024-09-29,Other/Mixed Category
6,Petty Theft,36,38,-5.3,176,146,20.5,1398,1564,-10.6,-6,23.7,NA,2024-09-29,Property
6,Retail Theft,30,30,0,130,115,13,1101,1202,-8.4,-6.9,NA,NA,2024-09-29,Other/Mixed Category
6,Misdemeanor Assault,7,11,-36.4,35,35,0,282,320,-11.9,-6,52.4,NA,2024-09-29,Violent
6,Rape (FBI/UCR Definition),0,1,-100,2,3,-33.3,9,12,-25,-35.7,NA,NA,2024-09-29,Violent
6,Other Sex Crimes,0,1,-100,3,2,50,52,47,10.6,-10.3,NA,NA,2024-09-29,Other/Mixed Category
6,Shooting Victims,0,0,NA,0,0,NA,1,0,NA,NA,0,-85.7,2024-09-29,Other/Mixed Category
6,Shooting Incidents,0,0,NA,0,0,NA,1,0,NA,NA,0,-85.7,2024-09-29,Other/Mixed Category
7,Murder,0,0,NA,0,0,NA,0,2,-100,-100,-100,-100,2024-09-29,Violent
7,Rape,0,0,NA,2,1,100,9,8,12.5,-25,28.6,-40,2024-09-29,Violent
7,Robbery,1,2,-50,9,11,-18.2,79,102,-22.5,-42.8,-24,-86.9,2024-09-29,Property
7,Felony Assault,0,3,-100,10,17,-41.2,171,165,3.6,0,69.3,0.6,2024-09-29,Violent
7,Burglary,2,5,-60,4,15,-73.3,91,132,-31.1,-32.1,30,-68.2,2024-09-29,Property
7,Grand Larceny,15,13,15.4,52,54,-3.7,375,444,-15.5,-36.2,88.4,9,2024-09-29,Property
7,Motor Vehicle Theft,1,1,0,4,5,-20,42,44,-4.5,-19.2,2.4,-85.5,2024-09-29,Property
7,Total Major Felonies,19,24,-20.8,81,103,-21.4,767,897,-14.5,-30.1,46.7,-55.3,2024-09-29,Combined Total
7,Transit System Crimes,1,0,NA,3,1,200,18,14,28.6,-10,38.5,NA,2024-09-29,Other/Mixed Category
7,Housing System Crimes,1,6,-83.3,13,19,-31.6,155,126,23,11.5,56.6,NA,2024-09-29,Other/Mixed Category
7,Petty Theft,29,15,93.3,120,82,46.3,1033,925,11.7,-42.1,85.8,NA,2024-09-29,Property
7,Retail Theft,22,7,214.3,85,42,102.4,696,510,36.5,-51.4,NA,NA,2024-09-29,Other/Mixed Category
7,Misdemeanor Assault,13,13,0,36,39,-7.7,322,337,-4.5,-6.1,28.8,NA,2024-09-29,Violent
7,Rape (FBI/UCR Definition),0,0,NA,3,1,200,16,16,0,-23.8,NA,NA,2024-09-29,Violent
7,Other Sex Crimes,0,1,-100,0,4,-100,30,36,-16.7,-11.8,NA,NA,2024-09-29,Other/Mixed Category
7,Shooting Victims,0,0,NA,0,0,NA,4,9,-55.6,-60,0,-71.4,2024-09-29,Other/Mixed Category
7,Shooting Incidents,0,0,NA,0,0,NA,4,8,-50,-50,33.3,-66.7,2024-09-29,Other/Mixed Category
9,Murder,0,0,NA,0,0,NA,2,1,100,-60,-33.3,-81.8,2024-09-29,Violent
9,Rape,0,1,-100,0,3,-100,14,17,-17.6,0,27.3,-53.3,2024-09-29,Violent
9,Robbery,1,1,0,13,17,-23.5,95,147,-35.4,-47.8,-30.7,-86.5,2024-09-29,Property
9,Felony Assault,3,4,-25,15,19,-21.1,147,178,-17.4,-7,28.9,-66.7,2024-09-29,Violent
