precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,0,NA,-100,NA,NA,2026-02-15,Violent
1,Rape,0,0,NA,0,3,-100,0,5,-100,-100,NA,-100,2026-02-15,Violent
1,Robbery,1,2,-50,7,8,-12.5,19,13,46.2,11.8,137.5,-84.3,2026-02-15,Property
1,Felony Assault,4,2,100,14,7,100,26,10,160,85.7,188.9,36.8,2026-02-15,Violent
1,Burglary,1,3,-66.7,7,17,-58.8,14,22,-36.4,-46.2,-44,-86.5,2026-02-15,Property
1,Grand Larceny,24,33,-27.3,94,100,-6,154,156,-1.3,25.2,15.8,-64,2026-02-15,Property
1,Motor Vehicle Theft,2,1,100,3,2,50,4,3,33.3,33.3,100,-96.8,2026-02-15,Property
1,Total Major Felonies,32,41,-22,125,137,-8.8,217,209,3.8,15.4,22.6,-72.8,2026-02-15,Combined Total
1,Transit System Crimes,1,3,-66.7,1,8,-87.5,3,10,-70,-62.5,-75,NA,2026-02-15,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-02-15,Other/Mixed Category
1,Petty Theft,50,73,-31.5,185,264,-29.9,339,441,-23.1,-30.8,88.3,NA,2026-02-15,Property
1,Retail Theft,49,78,-37.2,186,268,-30.6,349,440,-20.7,-28.6,NA,NA,2026-02-15,Other/Mixed Category
1,Misdemeanor Assault,8,10,-20,27,37,-27,39,59,-33.9,-15.2,34.5,NA,2026-02-15,Violent
1,Rape (FBI/UCR Definition),0,0,NA,0,3,-100,0,5,-100,-100,NA,NA,2026-02-15,Violent
1,Other Sex Crimes,2,2,0,4,7,-42.9,10,7,42.9,11.1,NA,NA,2026-02-15,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-15,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-15,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-15,Violent
5,Rape,1,0,NA,2,1,100,2,2,0,NA,100,0,2026-02-15,Violent
5,Robbery,0,1,-100,5,7,-28.6,20,14,42.9,66.7,53.8,-72.6,2026-02-15,Property
5,Felony Assault,8,3,166.7,19,12,58.3,31,14,121.4,3.3,158.3,34.8,2026-02-15,Violent
5,Burglary,6,5,20,16,10,60,24,13,84.6,14.3,-7.7,-77.8,2026-02-15,Property
5,Grand Larceny,7,13,-46.2,41,51,-19.6,80,90,-11.1,-21.6,21.2,-56.5,2026-02-15,Property
5,Motor Vehicle Theft,0,2,-100,1,4,-75,1,4,-75,-85.7,-50,-98.2,2026-02-15,Property
5,Total Major Felonies,22,24,-8.3,84,85,-1.2,158,137,15.3,-8.1,31.7,-64.6,2026-02-15,Combined Total
5,Transit System Crimes,1,1,0,8,4,100,13,6,116.7,44.4,550,NA,2026-02-15,Other/Mixed Category
5,Housing System Crimes,2,2,0,4,6,-33.3,5,8,-37.5,-28.6,25,NA,2026-02-15,Other/Mixed Category
5,Petty Theft,30,21,42.9,87,110,-20.9,138,189,-27,-19.3,1.5,NA,2026-02-15,Property
5,Retail Theft,16,17,-5.9,59,86,-31.4,96,148,-35.1,-34.7,NA,NA,2026-02-15,Other/Mixed Category
5,Misdemeanor Assault,13,9,44.4,32,31,3.2,47,43,9.3,0,67.9,NA,2026-02-15,Violent
5,Rape (FBI/UCR Definition),2,0,NA,4,1,300,5,2,150,150,NA,NA,2026-02-15,Violent
5,Other Sex Crimes,2,0,NA,6,3,100,11,3,266.7,57.1,NA,NA,2026-02-15,Other/Mixed Category
5,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-15,Other/Mixed Category
5,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-15,Other/Mixed Category
6,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-02-15,Violent
6,Rape,0,0,NA,0,1,-100,0,1,-100,NA,-100,-100,2026-02-15,Violent
6,Robbery,1,4,-75,5,8,-37.5,9,11,-18.2,-43.8,-60.9,-91.6,2026-02-15,Property
6,Felony Assault,2,3,-33.3,9,6,50,15,13,15.4,0,66.7,-34.8,2026-02-15,Violent
6,Burglary,3,5,-40,16,13,23.1,33,21,57.1,10,10,-63.3,2026-02-15,Property
6,Grand Larceny,11,16,-31.2,50,59,-15.3,88,112,-21.4,-31.8,-26.7,-69.8,2026-02-15,Property
6,Motor Vehicle Theft,1,1,0,2,1,100,4,2,100,0,-20,-96.3,2026-02-15,Property
6,Total Major Felonies,18,29,-37.9,82,88,-6.8,149,160,-6.9,-23.2,-20.7,-76,2026-02-15,Combined Total
6,Transit System Crimes,2,6,-66.7,5,8,-37.5,8,11,-27.3,14.3,-50,NA,2026-02-15,Other/Mixed Category
6,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-02-15,Other/Mixed Category
6,Petty Theft,20,34,-41.2,102,103,-1,155,182,-14.8,-20.9,-16.7,NA,2026-02-15,Property
6,Retail Theft,14,26,-46.2,66,83,-20.5,96,134,-28.4,-40,NA,NA,2026-02-15,Other/Mixed Category
6,Misdemeanor Assault,3,7,-57.1,14,27,-48.1,37,39,-5.1,-9.8,94.7,NA,2026-02-15,Violent
6,Rape (FBI/UCR Definition),0,0,NA,1,1,0,2,1,100,NA,NA,NA,2026-02-15,Violent
6,Other Sex Crimes,0,1,-100,3,4,-25,6,9,-33.3,-25,NA,NA,2026-02-15,Other/Mixed Category
6,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-15,Other/Mixed Category
6,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-15,Other/Mixed Category
7,Murder,0,0,NA,0,1,-100,0,2,-100,NA,NA,-100,2026-02-15,Violent
7,Rape,0,0,NA,0,1,-100,1,1,0,0,-50,0,2026-02-15,Violent
7,Robbery,3,2,50,7,10,-30,9,11,-18.2,-25,-47.1,-90.8,2026-02-15,Property
7,Felony Assault,3,1,200,11,13,-15.4,22,18,22.2,-29,100,46.7,2026-02-15,Violent
7,Burglary,2,4,-50,11,11,0,16,18,-11.1,6.7,166.7,-63.6,2026-02-15,Property
7,Grand Larceny,3,6,-50,28,30,-6.7,58,50,16,38.1,132,31.8,2026-02-15,Property
7,Motor Vehicle Theft,0,0,NA,1,1,0,1,1,0,-87.5,-85.7,-98,2026-02-15,Property
7,Total Major Felonies,11,13,-15.4,58,67,-13.4,107,101,5.9,-1.8,57.4,-57.9,2026-02-15,Combined Total
7,Transit System Crimes,0,0,NA,2,2,0,5,3,66.7,400,150,NA,2026-02-15,Other/Mixed Category
7,Housing System Crimes,4,1,300,15,6,150,26,17,52.9,44.4,73.3,NA,2026-02-15,Other/Mixed Category
7,Petty Theft,17,20,-15,92,87,5.7,145,123,17.9,5.8,79,NA,2026-02-15,Property
7,Retail Theft,9,14,-35.7,50,52,-3.8,74,66,12.1,-17.8,NA,NA,2026-02-15,Other/Mixed Category
7,Misdemeanor Assault,10,6,66.7,28,36,-22.2,44,53,-17,-20,22.2,NA,2026-02-15,Violent
7,Rape (FBI/UCR Definition),0,0,NA,0,1,-100,1,1,0,-66.7,NA,NA,2026-02-15,Violent
7,Other Sex Crimes,3,0,NA,3,2,50,3,5,-40,0,NA,NA,2026-02-15,Other/Mixed Category
7,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,-100,-100,2026-02-15,Other/Mixed Category
7,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,-100,-100,2026-02-15,Other/Mixed Category
9,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-15,Violent
9,Rape,1,0,NA,2,0,NA,3,0,NA,0,200,-50,2026-02-15,Violent
9,Robbery,1,1,0,5,5,0,7,13,-46.2,-61.1,-41.7,-93.5,2026-02-15,Property
9,Felony Assault,2,3,-33.3,12,19,-36.8,22,23,-4.3,-24.1,83.3,-69,2026-02-15,Violent
9,Burglary,1,4,-75,10,14,-28.6,14,25,-44,-36.4,-69.6,-88.9,2026-02-15,Property
9,Grand Larceny,12,10,20,43,53,-18.9,72,87,-17.2,-25,-32.1,-60.4,2026-02-15,Property
9,Motor Vehicle Theft,1,0,NA,2,2,0,2,6,-66.7,0,-60,-96.7,2026-02-15,Property
9,Total Major Felonies,18,18,0,74,93,-20.4,120,154,-22.1,-29.4,-34.1,-78.3,2026-02-15,Combined Total
9,Transit System Crimes,0,0,NA,1,1,0,1,3,-66.7,-75,-66.7,NA,2026-02-15,Other/Mixed Category
9,Housing System Crimes,0,0,NA,11,7,57.1,16,16,0,100,6.7,NA,2026-02-15,Other/Mixed Category
9,Petty Theft,32,22,45.5,106,104,1.9,190,175,8.6,25.8,5,NA,2026-02-15,Property
9,Retail Theft,21,10,110,59,48,22.9,107,77,39,37.2,NA,NA,2026-02-15,Other/Mixed Category
9,Misdemeanor Assault,10,4,150,31,18,72.2,51,42,21.4,4.1,-7.3,NA,2026-02-15,Violent
9,Rape (FBI/UCR Definition),1,0,NA,2,0,NA,3,0,NA,-25,NA,NA,2026-02-15,Violent
9,Other Sex Crimes,0,1,-100,2,4,-50,3,8,-62.5,-50,NA,NA,2026-02-15,Other/Mixed Category
9,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-15,Other/Mixed Category
9,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-15,Other/Mixed Category
10,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-02-15,Violent
10,Rape,2,1,100,2,1,100,3,2,50,0,NA,0,2026-02-15,Violent
