precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,2,-100,NA,NA,-100,2025-06-15,Violent
1,Rape,0,0,NA,0,0,NA,9,8,12.5,50,800,12.5,2025-06-15,Violent
1,Robbery,1,0,NA,10,13,-23.1,72,61,18,28.6,105.7,-81.4,2025-06-15,Property
1,Felony Assault,7,5,40,17,29,-41.4,73,99,-26.3,32.7,180.8,-7.6,2025-06-15,Violent
1,Burglary,2,8,-75,15,32,-53.1,96,118,-18.6,7.9,18.5,-75.3,2025-06-15,Property
1,Grand Larceny,18,24,-25,84,92,-8.7,532,502,6,0.8,12,-67.7,2025-06-15,Property
1,Motor Vehicle Theft,0,1,-100,4,3,33.3,17,14,21.4,-43.3,21.4,-95.8,2025-06-15,Property
1,Total Major Felonies,28,38,-26.3,130,169,-23.1,799,804,-0.6,4.6,26.4,-72.6,2025-06-15,Combined Total
1,Transit System Crimes,3,3,0,9,12,-25,52,40,30,44.4,67.7,NA,2025-06-15,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-06-15,Other/Mixed Category
1,Petty Theft,43,61,-29.5,227,258,-12,1554,1794,-13.4,-10.8,98.2,NA,2025-06-15,Property
1,Retail Theft,36,50,-28,226,243,-7,1527,1762,-13.3,-13.2,NA,NA,2025-06-15,Other/Mixed Category
1,Misdemeanor Assault,6,6,0,39,36,8.3,208,206,1,26.1,82.5,NA,2025-06-15,Violent
1,Rape (FBI/UCR Definition),0,0,NA,0,0,NA,12,9,33.3,50,NA,NA,2025-06-15,Violent
1,Other Sex Crimes,1,4,-75,7,9,-22.2,47,47,0,20.5,NA,NA,2025-06-15,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,1,-100,NA,NA,-100,2025-06-15,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,1,-100,NA,NA,-100,2025-06-15,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,2,0,NA,0,NA,0,2025-06-15,Violent
5,Rape,0,1,-100,0,3,-100,9,5,80,350,200,125,2025-06-15,Violent
5,Robbery,4,5,-20,9,16,-43.8,67,56,19.6,3.1,67.5,-80.4,2025-06-15,Property
5,Felony Assault,3,3,0,15,19,-21.1,92,96,-4.2,0,37.3,-21.4,2025-06-15,Violent
5,Burglary,2,2,0,18,8,125,55,72,-23.6,-23.6,-12.7,-84,2025-06-15,Property
5,Grand Larceny,16,17,-5.9,56,50,12,297,323,-8,-5.7,34.4,-57.8,2025-06-15,Property
5,Motor Vehicle Theft,0,1,-100,1,1,0,7,14,-50,-65,0,-95.3,2025-06-15,Property
5,Total Major Felonies,25,29,-13.8,99,97,2.1,529,566,-6.5,-6.9,31.9,-68.1,2025-06-15,Combined Total
5,Transit System Crimes,2,2,0,4,5,-20,23,24,-4.2,76.9,15,NA,2025-06-15,Other/Mixed Category
5,Housing System Crimes,2,1,100,3,2,50,24,22,9.1,50,71.4,NA,2025-06-15,Other/Mixed Category
5,Petty Theft,27,22,22.7,119,102,16.7,563,569,-1.1,18,11,NA,2025-06-15,Property
5,Retail Theft,21,22,-4.5,92,90,2.2,424,475,-10.7,35,NA,NA,2025-06-15,Other/Mixed Category
5,Misdemeanor Assault,9,8,12.5,39,44,-11.4,207,204,1.5,39.9,72.5,NA,2025-06-15,Violent
