precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,3,-100,NA,-100,-100,2025-08-03,Violent
1,Rape,0,0,NA,1,2,-50,11,11,0,10,450,37.5,2025-08-03,Violent
1,Robbery,3,3,0,9,8,12.5,90,73,23.3,7.1,114.3,-81.8,2025-08-03,Property
1,Felony Assault,3,5,-40,10,16,-37.5,90,128,-29.7,11.1,130.8,-16.7,2025-08-03,Violent
1,Burglary,0,5,-100,4,13,-69.2,108,143,-24.5,-2.7,4.9,-78.4,2025-08-03,Property
1,Grand Larceny,18,18,0,96,82,17.1,694,657,5.6,-3.1,11.9,-69.2,2025-08-03,Property
1,Motor Vehicle Theft,1,2,-50,2,6,-66.7,21,27,-22.2,-46.2,-4.5,-96,2025-08-03,Property
1,Total Major Felonies,25,33,-24.2,122,127,-3.9,1014,1042,-2.7,-2.6,22.3,-74,2025-08-03,Combined Total
1,Transit System Crimes,1,2,-50,6,7,-14.3,59,54,9.3,13.5,51.3,NA,2025-08-03,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-08-03,Other/Mixed Category
1,Petty Theft,62,81,-23.5,322,297,8.4,2056,2292,-10.3,-9.6,99.8,NA,2025-08-03,Property
1,Retail Theft,60,78,-23.1,311,273,13.9,2008,2232,-10,-12.8,NA,NA,2025-08-03,Other/Mixed Category
1,Misdemeanor Assault,6,3,100,31,25,24,263,261,0.8,20.1,78.9,NA,2025-08-03,Violent
1,Rape (FBI/UCR Definition),0,0,NA,1,2,-50,14,12,16.7,16.7,NA,NA,2025-08-03,Violent
1,Other Sex Crimes,3,1,200,8,12,-33.3,61,68,-10.3,15.1,NA,NA,2025-08-03,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-08-03,Other/Mixed Category
