precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,0,NA,-100,NA,-100,2026-05-03,Violent
1,Rape,1,0,NA,1,1,0,2,9,-77.8,-71.4,NA,-50,2026-05-03,Violent
1,Robbery,3,4,-25,16,16,0,42,53,-20.8,-2.3,100,-85.9,2026-05-03,Property
1,Felony Assault,1,4,-75,6,14,-57.1,66,49,34.7,13.8,230,13.8,2026-05-03,Violent
1,Burglary,4,4,0,15,18,-16.7,62,64,-3.1,-19.5,-4.6,-78.8,2026-05-03,Property
1,Grand Larceny,11,21,-47.6,79,84,-6,388,414,-6.3,6.9,7.2,-66.4,2026-05-03,Property
1,Motor Vehicle Theft,5,0,NA,9,4,125,23,13,76.9,130,187.5,-92,2026-05-03,Property
1,Total Major Felonies,25,33,-24.2,126,137,-8,583,602,-3.2,4.3,22.5,-72.3,2026-05-03,Combined Total
1,Transit System Crimes,3,0,NA,7,8,-12.5,19,40,-52.5,-24,-20.8,NA,2026-05-03,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-05-03,Other/Mixed Category
1,Petty Theft,57,61,-6.6,249,252,-1.2,889,1173,-24.2,-36,61.6,NA,2026-05-03,Property
1,Retail Theft,48,60,-20,221,238,-7.1,839,1150,-27,-39.2,NA,NA,2026-05-03,Other/Mixed Category
1,Misdemeanor Assault,9,6,50,33,37,-10.8,132,158,-16.5,-11.4,61,NA,2026-05-03,Violent
1,Rape (FBI/UCR Definition),1,0,NA,2,2,0,3,12,-75,-62.5,NA,NA,2026-05-03,Violent
1,Other Sex Crimes,0,2,-100,8,12,-33.3,23,35,-34.3,-28.1,NA,NA,2026-05-03,Other/Mixed Category
1,Shooting Victims,0,0,NA,1,0,NA,1,0,NA,NA,NA,-75,2026-05-03,Other/Mixed Category
1,Shooting Incidents,0,0,NA,1,0,NA,1,0,NA,NA,NA,-75,2026-05-03,Other/Mixed Category
5,Murder,0,0,NA,0,1,-100,0,1,-100,NA,NA,-100,2026-05-03,Violent
5,Rape,1,1,0,1,3,-66.7,6,7,-14.3,200,100,50,2026-05-03,Violent
5,Robbery,2,4,-50,13,19,-31.6,51,54,-5.6,45.7,82.1,-77.6,2026-05-03,Property
5,Felony Assault,8,10,-20,26,27,-3.7,86,71,21.1,26.5,65.4,13.2,2026-05-03,Violent
5,Burglary,2,1,100,9,12,-25,61,36,69.4,3.4,17.3,-77.7,2026-05-03,Property
5,Grand Larceny,16,14,14.3,53,45,17.8,228,216,5.6,-5.4,34.9,-53.2,2026-05-03,Property
5,Motor Vehicle Theft,0,0,NA,2,0,NA,3,5,-40,-72.7,-25,-97.4,2026-05-03,Property
5,Total Major Felonies,29,30,-3.3,104,107,-2.8,435,390,11.5,4.6,41.2,-63.4,2026-05-03,Combined Total
5,Transit System Crimes,2,0,NA,7,2,250,28,18,55.6,75,86.7,NA,2026-05-03,Other/Mixed Category
5,Housing System Crimes,0,2,-100,2,4,-50,16,18,-11.1,-11.1,33.3,NA,2026-05-03,Other/Mixed Category
5,Petty Theft,21,24,-12.5,79,88,-10.2,355,394,-9.9,-11.9,-0.3,NA,2026-05-03,Property
5,Retail Theft,11,18,-38.9,48,68,-29.4,230,297,-22.6,-30.7,NA,NA,2026-05-03,Other/Mixed Category
5,Misdemeanor Assault,6,13,-53.8,33,43,-23.3,126,152,-17.1,-10.6,51.8,NA,2026-05-03,Violent
5,Rape (FBI/UCR Definition),1,1,0,2,3,-33.3,10,7,42.9,25,NA,NA,2026-05-03,Violent
5,Other Sex Crimes,2,0,NA,10,7,42.9,36,20,80,38.5,NA,NA,2026-05-03,Other/Mixed Category
5,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-05-03,Other/Mixed Category
5,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-05-03,Other/Mixed Category
6,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-05-03,Violent
6,Rape,0,0,NA,1,2,-50,4,5,-20,300,0,-20,2026-05-03,Violent
6,Robbery,3,2,50,5,11,-54.5,23,32,-28.1,-56.6,-48.9,-91.9,2026-05-03,Property
6,Felony Assault,3,5,-40,12,11,9.1,43,38,13.2,26.5,48.3,-43.4,2026-05-03,Violent
6,Burglary,2,5,-60,15,16,-6.2,76,57,33.3,-7.3,11.8,-70.4,2026-05-03,Property
6,Grand Larceny,17,18,-5.6,75,65,15.4,254,299,-15.1,-23.3,-20.1,-66,2026-05-03,Property
6,Motor Vehicle Theft,1,0,NA,3,1,200,11,5,120,-31.2,-8.3,-95.8,2026-05-03,Property
6,Total Major Felonies,26,30,-13.3,111,106,4.7,411,436,-5.7,-20.5,-13.7,-74.8,2026-05-03,Combined Total
6,Transit System Crimes,2,1,100,3,5,-40,15,23,-34.8,-6.2,-34.8,NA,2026-05-03,Other/Mixed Category
6,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-05-03,Other/Mixed Category
6,Petty Theft,27,25,8,116,96,20.8,430,480,-10.4,-25.9,-11.3,NA,2026-05-03,Property
6,Retail Theft,18,9,100,72,53,35.8,271,338,-19.8,-43.1,NA,NA,2026-05-03,Other/Mixed Category
6,Misdemeanor Assault,12,6,100,37,31,19.4,108,113,-4.4,-10,35,NA,2026-05-03,Violent
6,Rape (FBI/UCR Definition),0,0,NA,1,2,-50,6,6,0,200,NA,NA,2026-05-03,Violent
6,Other Sex Crimes,1,2,-50,4,6,-33.3,12,28,-57.1,-42.9,NA,NA,2026-05-03,Other/Mixed Category
6,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-05-03,Other/Mixed Category
6,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-05-03,Other/Mixed Category
7,Murder,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2026-05-03,Violent
7,Rape,0,1,-100,0,3,-100,1,4,-75,-75,-50,-50,2026-05-03,Violent
7,Robbery,1,0,NA,3,7,-57.1,19,43,-55.8,-51.3,-53.7,-92.6,2026-05-03,Property
7,Felony Assault,9,6,50,24,18,33.3,77,77,0,-9.4,57.1,20.3,2026-05-03,Violent
7,Burglary,2,1,100,6,4,50,45,36,25,-2.2,164.7,-60.9,2026-05-03,Property
7,Grand Larceny,13,11,18.2,36,31,16.1,162,123,31.7,26.6,128.2,17.4,2026-05-03,Property
7,Motor Vehicle Theft,0,0,NA,2,2,0,4,4,0,-78.9,-81,-96.8,2026-05-03,Property
7,Total Major Felonies,25,19,31.6,71,65,9.2,308,289,6.6,-4,52.5,-56.4,2026-05-03,Combined Total
7,Transit System Crimes,0,1,-100,2,5,-60,10,11,-9.1,100,233.3,NA,2026-05-03,Other/Mixed Category
7,Housing System Crimes,9,8,12.5,21,17,23.5,76,61,24.6,4.1,58.3,NA,2026-05-03,Other/Mixed Category
7,Petty Theft,32,27,18.5,108,84,28.6,381,352,8.2,-5.5,75.6,NA,2026-05-03,Property
7,Retail Theft,15,17,-11.8,58,51,13.7,214,207,3.4,-17.4,NA,NA,2026-05-03,Other/Mixed Category
7,Misdemeanor Assault,12,5,140,47,29,62.1,149,132,12.9,-3.2,46.1,NA,2026-05-03,Violent
7,Rape (FBI/UCR Definition),0,1,-100,0,3,-100,2,4,-50,-77.8,NA,NA,2026-05-03,Violent
7,Other Sex Crimes,1,1,0,4,4,0,13,18,-27.8,0,NA,NA,2026-05-03,Other/Mixed Category
7,Shooting Victims,1,0,NA,2,0,NA,2,1,100,100,-33.3,-75,2026-05-03,Other/Mixed Category
7,Shooting Incidents,1,0,NA,2,0,NA,2,1,100,100,0,-71.4,2026-05-03,Other/Mixed Category
9,Murder,0,0,NA,1,0,NA,1,1,0,NA,-50,-75,2026-05-03,Violent
9,Rape,0,2,-100,1,3,-66.7,4,3,33.3,-50,33.3,-73.3,2026-05-03,Violent
9,Robbery,4,4,0,6,13,-53.8,23,39,-41,-43.9,-53.1,-91.8,2026-05-03,Property
9,Felony Assault,3,4,-25,10,16,-37.5,61,68,-10.3,-4.7,19.6,-65.1,2026-05-03,Violent
9,Burglary,7,0,NA,14,7,100,50,63,-20.6,-10.7,-43.8,-81.4,2026-05-03,Property
9,Grand Larceny,21,13,61.5,56,63,-11.1,214,265,-19.2,-10.5,-17.1,-55.5,2026-05-03,Property
9,Motor Vehicle Theft,1,2,-50,2,3,-33.3,6,14,-57.1,-50,-60,-96.5,2026-05-03,Property
9,Total Major Felonies,36,25,44,90,105,-14.3,359,453,-20.8,-14.5,-23.1,-74.3,2026-05-03,Combined Total
9,Transit System Crimes,1,0,NA,3,0,NA,4,4,0,0,-20,NA,2026-05-03,Other/Mixed Category
