precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,3,-100,NA,-100,-100,2025-08-24,Violent
1,Rape,1,0,NA,2,0,NA,13,11,18.2,18.2,550,62.5,2025-08-24,Violent
1,Robbery,1,3,-66.7,14,16,-12.5,103,86,19.8,15.7,123.9,-81.2,2025-08-24,Property
1,Felony Assault,2,2,0,12,12,0,99,135,-26.7,7.6,106.2,-18.2,2025-08-24,Violent
1,Burglary,2,1,100,12,12,0,120,150,-20,-3.2,3.4,-78,2025-08-24,Property
1,Grand Larceny,16,23,-30.4,75,90,-16.7,751,729,3,-6,9.2,-70.2,2025-08-24,Property
1,Motor Vehicle Theft,1,1,0,3,3,0,24,28,-14.3,-46.7,-4,-95.9,2025-08-24,Property
1,Total Major Felonies,23,30,-23.3,118,133,-11.3,1110,1142,-2.8,-4.3,19.9,-74.4,2025-08-24,Combined Total
1,Transit System Crimes,1,3,-66.7,6,9,-33.3,65,61,6.6,16.1,54.8,NA,2025-08-24,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-08-24,Other/Mixed Category
1,Petty Theft,71,79,-10.1,251,291,-13.7,2241,2502,-10.4,-12.1,98.3,NA,2025-08-24,Property
1,Retail Theft,64,80,-20,241,282,-14.5,2188,2436,-10.2,-14.9,NA,NA,2025-08-24,Other/Mixed Category
1,Misdemeanor Assault,6,10,-40,25,39,-35.9,281,297,-5.4,9.8,73.5,NA,2025-08-24,Violent
1,Rape (FBI/UCR Definition),1,0,NA,2,1,100,16,13,23.1,23.1,NA,NA,2025-08-24,Violent
1,Other Sex Crimes,1,4,-75,7,8,-12.5,64,75,-14.7,4.9,NA,NA,2025-08-24,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-08-24,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-08-24,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,2,0,NA,-50,NA,-50,2025-08-24,Violent
5,Rape,0,1,-100,2,2,0,13,7,85.7,333.3,225,116.7,2025-08-24,Violent
5,Robbery,2,7,-71.4,12,25,-52,92,103,-10.7,8.2,48.4,-82.8,2025-08-24,Property
5,Felony Assault,6,6,0,28,14,100,170,136,25,27.8,95.4,-10.5,2025-08-24,Violent
5,Burglary,0,2,-100,7,13,-46.2,83,94,-11.7,-15.3,-2.4,-82.5,2025-08-24,Property
5,Grand Larceny,17,21,-19,46,70,-34.3,439,488,-10,-4.4,33.8,-57.1,2025-08-24,Property
5,Motor Vehicle Theft,0,2,-100,2,3,-33.3,12,19,-36.8,-58.6,33.3,-94,2025-08-24,Property
5,Total Major Felonies,25,39,-35.9,97,127,-23.6,811,847,-4.3,0,41,-66.7,2025-08-24,Combined Total
5,Transit System Crimes,1,6,-83.3,6,10,-40,44,41,7.3,91.3,37.5,NA,2025-08-24,Other/Mixed Category
5,Housing System Crimes,1,0,NA,3,1,200,38,30,26.7,52,100,NA,2025-08-24,Other/Mixed Category
5,Petty Theft,27,36,-25,85,133,-36.1,860,878,-2.1,30.7,17.2,NA,2025-08-24,Property
5,Retail Theft,17,33,-48.5,51,128,-60.2,638,757,-15.7,51.2,NA,NA,2025-08-24,Other/Mixed Category
5,Misdemeanor Assault,11,11,0,29,31,-6.5,279,297,-6.1,17.2,47.6,NA,2025-08-24,Violent
5,Rape (FBI/UCR Definition),1,1,0,4,2,100,17,14,21.4,112.5,NA,NA,2025-08-24,Violent
5,Other Sex Crimes,5,2,150,10,7,42.9,50,49,2,16.3,NA,NA,2025-08-24,Other/Mixed Category
5,Shooting Victims,0,0,NA,0,2,-100,1,2,-50,-85.7,NA,-93.8,2025-08-24,Other/Mixed Category
5,Shooting Incidents,0,0,NA,0,1,-100,1,1,0,-85.7,NA,-93.3,2025-08-24,Other/Mixed Category
6,Murder,0,0,NA,0,0,NA,1,0,NA,0,NA,NA,2025-08-24,Violent
6,Rape,0,0,NA,0,0,NA,5,2,150,-16.7,-28.6,-37.5,2025-08-24,Violent
6,Robbery,1,4,-75,8,19,-57.9,70,112,-37.5,-40.7,-20.5,-87.4,2025-08-24,Property
6,Felony Assault,3,4,-25,11,18,-38.9,97,113,-14.2,-31.7,64.4,-50.3,2025-08-24,Violent
6,Burglary,0,5,-100,3,16,-81.2,103,164,-37.2,-46.1,-16.3,-80.7,2025-08-24,Property
6,Grand Larceny,24,23,4.3,86,93,-7.5,631,708,-10.9,-22,-9.6,-60,2025-08-24,Property
6,Motor Vehicle Theft,0,0,NA,3,4,-25,12,27,-55.6,-62.5,-53.8,-97.5,2025-08-24,Property
6,Total Major Felonies,28,36,-22.2,111,150,-26,919,1126,-18.4,-29.3,-8.2,-72.5,2025-08-24,Combined Total
6,Transit System Crimes,0,0,NA,0,3,-100,30,30,0,3.4,-16.7,NA,2025-08-24,Other/Mixed Category
6,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-08-24,Other/Mixed Category
6,Petty Theft,40,56,-28.6,157,182,-13.7,967,1177,-17.8,-29.4,-2.5,NA,2025-08-24,Property
6,Retail Theft,28,41,-31.7,126,139,-9.4,720,944,-23.7,-31.3,NA,NA,2025-08-24,Other/Mixed Category
6,Misdemeanor Assault,6,6,0,20,26,-23.1,237,235,0.9,-14.7,47.2,NA,2025-08-24,Violent
6,Rape (FBI/UCR Definition),0,0,NA,0,0,NA,8,6,33.3,0,NA,NA,2025-08-24,Violent
6,Other Sex Crimes,0,2,-100,1,8,-87.5,47,48,-2.1,9.3,NA,NA,2025-08-24,Other/Mixed Category
6,Shooting Victims,0,0,NA,1,0,NA,4,1,300,NA,300,-42.9,2025-08-24,Other/Mixed Category
6,Shooting Incidents,0,0,NA,1,0,NA,3,1,200,NA,200,-57.1,2025-08-24,Other/Mixed Category
7,Murder,0,0,NA,0,0,NA,2,0,NA,0,100,-71.4,2025-08-24,Violent
7,Rape,0,0,NA,1,0,NA,8,7,14.3,14.3,60,-42.9,2025-08-24,Violent
7,Robbery,1,2,-50,13,7,85.7,85,65,30.8,-6.6,1.2,-83.9,2025-08-24,Property
7,Felony Assault,5,2,150,20,21,-4.8,143,155,-7.7,-1.4,55.4,0,2025-08-24,Violent
7,Burglary,4,3,33.3,7,5,40,59,86,-31.4,-48.2,3.5,-75.2,2025-08-24,Property
7,Grand Larceny,7,12,-41.7,40,51,-21.6,280,311,-10,-26.1,69.7,-3.4,2025-08-24,Property
7,Motor Vehicle Theft,1,2,-50,3,3,0,22,37,-40.5,-42.1,-37.1,-90.9,2025-08-24,Property
7,Total Major Felonies,18,21,-14.3,84,87,-3.4,599,661,-9.4,-22.8,36.4,-59.1,2025-08-24,Combined Total
7,Transit System Crimes,0,1,-100,1,4,-75,20,15,33.3,53.8,81.8,NA,2025-08-24,Other/Mixed Category
7,Housing System Crimes,1,3,-66.7,17,17,0,113,138,-18.1,6.6,31.4,NA,2025-08-24,Other/Mixed Category
7,Petty Theft,48,34,41.2,159,110,44.5,838,875,-4.2,3.2,71,NA,2025-08-24,Property
7,Retail Theft,36,18,100,99,66,50,490,586,-16.4,8.6,NA,NA,2025-08-24,Other/Mixed Category
7,Misdemeanor Assault,7,12,-41.7,36,35,2.9,269,274,-1.8,-6.6,23.4,NA,2025-08-24,Violent
7,Rape (FBI/UCR Definition),0,0,NA,3,0,NA,10,13,-23.1,-33.3,NA,NA,2025-08-24,Violent
7,Other Sex Crimes,0,1,-100,2,4,-50,34,29,17.2,9.7,NA,NA,2025-08-24,Other/Mixed Category
7,Shooting Victims,0,0,NA,4,1,300,6,3,100,-33.3,50,-50,2025-08-24,Other/Mixed Category
7,Shooting Incidents,0,0,NA,2,1,100,4,3,33.3,-50,33.3,-60,2025-08-24,Other/Mixed Category
9,Murder,0,0,NA,0,0,NA,1,2,-50,0,-66.7,-87.5,2025-08-24,Violent
9,Rape,0,0,NA,4,1,300,13,14,-7.1,-7.1,62.5,-51.9,2025-08-24,Violent
9,Robbery,5,2,150,16,10,60,80,79,1.3,-38,-28.6,-86.2,2025-08-24,Property
9,Felony Assault,4,6,-33.3,13,18,-27.8,128,128,0,-17.4,24.3,-66.9,2025-08-24,Violent
9,Burglary,2,2,0,15,7,114.3,111,106,4.7,-37.3,-25.5,-80.5,2025-08-24,Property
9,Grand Larceny,21,18,16.7,78,60,30,515,477,8,-21.7,1,-47.8,2025-08-24,Property
9,Motor Vehicle Theft,0,2,-100,1,4,-75,27,26,3.8,-6.9,-12.9,-92.3,2025-08-24,Property
9,Total Major Felonies,32,30,6.7,127,100,27,875,832,5.2,-24.8,-4.5,-69.9,2025-08-24,Combined Total
9,Transit System Crimes,0,1,-100,1,1,0,11,6,83.3,22.2,-21.4,NA,2025-08-24,Other/Mixed Category
9,Housing System Crimes,0,2,-100,10,5,100,89,52,71.2,-2.2,8.5,NA,2025-08-24,Other/Mixed Category
9,Petty Theft,35,24,45.8,113,115,-1.7,947,961,-1.5,0.7,-15.1,NA,2025-08-24,Property
9,Retail Theft,22,15,46.7,58,62,-6.5,446,562,-20.6,-18.2,NA,NA,2025-08-24,Other/Mixed Category
9,Misdemeanor Assault,8,11,-27.3,33,28,17.9,296,257,15.2,-3.6,-3.6,NA,2025-08-24,Violent
9,Rape (FBI/UCR Definition),0,0,NA,4,1,300,14,17,-17.6,-44,NA,NA,2025-08-24,Violent
9,Other Sex Crimes,0,2,-100,5,7,-28.6,32,44,-27.3,-5.9,NA,NA,2025-08-24,Other/Mixed Category
9,Shooting Victims,0,0,NA,0,1,-100,1,6,-83.3,-66.7,-80,-95.8,2025-08-24,Other/Mixed Category
9,Shooting Incidents,0,0,NA,0,1,-100,1,4,-75,-66.7,-80,-94.7,2025-08-24,Other/Mixed Category
10,Murder,0,0,NA,0,0,NA,1,0,NA,NA,0,-80,2025-08-24,Violent
10,Rape,0,0,NA,1,2,-50,12,10,20,200,100,-29.4,2025-08-24,Violent
10,Robbery,1,4,-75,10,10,0,70,70,0,-26.3,11.1,-82.8,2025-08-24,Property
10,Felony Assault,4,3,33.3,14,13,7.7,102,81,25.9,-7.3,13.3,-38.6,2025-08-24,Violent
10,Burglary,2,2,0,8,6,33.3,68,67,1.5,-20,11.5,-81.3,2025-08-24,Property
10,Grand Larceny,14,16,-12.5,52,61,-14.8,393,449,-12.5,-22.5,1,-23.7,2025-08-24,Property
10,Motor Vehicle Theft,1,3,-66.7,10,4,150,21,31,-32.3,-58,-27.6,-93.3,2025-08-24,Property
10,Total Major Felonies,22,28,-21.4,95,96,-1,667,708,-5.8,-21.6,4.4,-62.7,2025-08-24,Combined Total
10,Transit System Crimes,0,0,NA,3,1,200,21,20,5,-8.7,162.5,NA,2025-08-24,Other/Mixed Category
10,Housing System Crimes,0,1,-100,1,4,-75,26,30,-13.3,-18.8,-16.1,NA,2025-08-24,Other/Mixed Category
10,Petty Theft,17,18,-5.6,69,61,13.1,547,438,24.9,2.2,-5.2,NA,2025-08-24,Property
10,Retail Theft,9,10,-10,34,33,3,293,189,55,-8.4,NA,NA,2025-08-24,Other/Mixed Category
10,Misdemeanor Assault,6,7,-14.3,27,24,12.5,200,206,-2.9,-9.9,-10.3,NA,2025-08-24,Violent
10,Rape (FBI/UCR Definition),0,0,NA,1,2,-50,13,19,-31.6,116.7,NA,NA,2025-08-24,Violent
10,Other Sex Crimes,0,2,-100,3,8,-62.5,35,39,-10.3,-16.7,NA,NA,2025-08-24,Other/Mixed Category
10,Shooting Victims,0,0,NA,0,0,NA,2,1,100,NA,-60,-71.4,2025-08-24,Other/Mixed Category
10,Shooting Incidents,0,0,NA,0,0,NA,2,1,100,NA,-33.3,-71.4,2025-08-24,Other/Mixed Category
13,Murder,0,0,NA,0,0,NA,1,2,-50,0,NA,-80,2025-08-24,Violent
13,Rape,0,0,NA,1,4,-75,14,13,7.7,75,75,16.7,2025-08-24,Violent
13,Robbery,1,5,-80,11,13,-15.4,117,99,18.2,10.4,4.5,-83,2025-08-24,Property
13,Felony Assault,7,9,-22.2,19,25,-24,191,153,24.8,29.9,135.8,4.9,2025-08-24,Violent
13,Burglary,7,6,16.7,30,22,36.4,235,122,92.6,61,32.8,-77.6,2025-08-24,Property
13,Grand Larceny,24,21,14.3,90,87,3.4,722,658,9.7,8.6,-20.7,-58.7,2025-08-24,Property
13,Motor Vehicle Theft,0,1,-100,6,5,20,36,28,28.6,-16.3,28.6,-95.4,2025-08-24,Property
13,Total Major Felonies,39,42,-7.1,157,156,0.6,1316,1075,22.4,17.9,-0.1,-70.5,2025-08-24,Combined Total
13,Transit System Crimes,0,0,NA,1,5,-80,46,40,15,-22,-6.1,NA,2025-08-24,Other/Mixed Category
13,Housing System Crimes,0,1,-100,0,2,-100,11,7,57.1,57.1,10,NA,2025-08-24,Other/Mixed Category
13,Petty Theft,52,98,-46.9,206,283,-27.2,1747,1956,-10.7,23.4,48.7,NA,2025-08-24,Property
