precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,3,-100,NA,-100,-100,2025-08-10,Violent
1,Rape,0,0,NA,0,2,-100,11,11,0,0,450,37.5,2025-08-10,Violent
1,Robbery,7,5,40,14,10,40,98,78,25.6,12.6,133.3,-80.8,2025-08-10,Property
1,Felony Assault,2,2,0,10,13,-23.1,92,130,-29.2,8.2,114,-19.3,2025-08-10,Violent
1,Burglary,5,3,66.7,8,12,-33.3,113,146,-22.6,0,8.7,-78.1,2025-08-10,Property
1,Grand Larceny,21,25,-16,96,78,23.1,715,682,4.8,-4.2,11.9,-69.6,2025-08-10,Property
1,Motor Vehicle Theft,1,0,NA,2,5,-60,23,27,-14.8,-42.5,0,-95.8,2025-08-10,Property
1,Total Major Felonies,36,35,2.9,130,120,8.3,1052,1077,-2.3,-2.8,23.2,-74.1,2025-08-10,Combined Total
1,Transit System Crimes,3,2,50,7,7,0,62,56,10.7,17,55,NA,2025-08-10,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-08-10,Other/Mixed Category
1,Petty Theft,47,64,-26.6,299,311,-3.9,2102,2356,-10.8,-11,98.7,NA,2025-08-10,Property
1,Retail Theft,47,62,-24.2,297,282,5.3,2056,2294,-10.4,-13.9,NA,NA,2025-08-10,Other/Mixed Category
1,Misdemeanor Assault,7,13,-46.2,28,32,-12.5,269,274,-1.8,15.9,75.8,NA,2025-08-10,Violent
1,Rape (FBI/UCR Definition),0,1,-100,0,3,-100,14,13,7.7,7.7,NA,NA,2025-08-10,Violent
1,Other Sex Crimes,4,2,100,10,10,0,65,70,-7.1,16.1,NA,NA,2025-08-10,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-08-10,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-08-10,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,2,0,NA,-33.3,NA,-50,2025-08-10,Violent
5,Rape,1,0,NA,2,1,100,13,6,116.7,333.3,333.3,160,2025-08-10,Violent
5,Robbery,3,6,-50,9,25,-64,86,93,-7.5,8.9,50.9,-82.6,2025-08-10,Property
5,Felony Assault,6,1,500,26,19,36.8,153,130,17.7,24.4,80,-16.4,2025-08-10,Violent
5,Burglary,2,3,-33.3,13,8,62.5,81,86,-5.8,-13.8,5.2,-82.2,2025-08-10,Property
5,Grand Larceny,7,11,-36.4,39,58,-32.8,410,443,-7.4,-2.8,32.3,-57,2025-08-10,Property
5,Motor Vehicle Theft,1,0,NA,1,1,0,11,16,-31.2,-62.1,22.2,-94,2025-08-10,Property
5,Total Major Felonies,20,21,-4.8,90,112,-19.6,756,774,-2.3,0.4,39.7,-66.8,2025-08-10,Combined Total
5,Transit System Crimes,2,1,100,5,2,150,39,32,21.9,85.7,30,NA,2025-08-10,Other/Mixed Category
5,Housing System Crimes,0,1,-100,3,3,0,37,30,23.3,54.2,94.7,NA,2025-08-10,Other/Mixed Category
5,Petty Theft,26,28,-7.1,97,115,-15.7,819,803,2,33.8,20.1,NA,2025-08-10,Property
5,Retail Theft,15,30,-50,58,112,-48.2,612,686,-10.8,56.1,NA,NA,2025-08-10,Other/Mixed Category
5,Misdemeanor Assault,6,5,20,20,35,-42.9,260,277,-6.1,17.1,50.3,NA,2025-08-10,Violent
5,Rape (FBI/UCR Definition),2,0,NA,3,1,200,16,13,23.1,100,NA,NA,2025-08-10,Violent
5,Other Sex Crimes,0,3,-100,3,7,-57.1,41,45,-8.9,7.9,NA,NA,2025-08-10,Other/Mixed Category
5,Shooting Victims,0,0,NA,0,2,-100,1,2,-50,-83.3,NA,-93.3,2025-08-10,Other/Mixed Category
5,Shooting Incidents,0,0,NA,0,1,-100,1,1,0,-83.3,NA,-92.9,2025-08-10,Other/Mixed Category
6,Murder,0,0,NA,0,0,NA,1,0,NA,0,NA,NA,2025-08-10,Violent
6,Rape,0,0,NA,0,0,NA,5,2,150,-16.7,-16.7,-37.5,2025-08-10,Violent
6,Robbery,1,4,-75,6,18,-66.7,64,104,-38.5,-43.9,-23.8,-87.5,2025-08-10,Property
