city,crime,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,type,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,last12mos,total_prior3years,avg_prior3years,inc_20to23,inc_20tolast12,inc_22tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate_last12,rate_prior3years
city,Murder,673,649,587,597,570,539,596,496,523,471,536,515,419,335,333,352,335,292,295,319,468,488,438,391,Violent,3,10,-70,25,31,-19.4,129,156,-17.3,-21.8,-25.4,-82,2024-05-19,364,1317,439,-16.5,-22.2,-16.9,-17,3.6,5.3,5.5,5,4.4,4.1,5
city,Rape,2068,1981,2144,2070,1905,1858,1525,1351,1299,1205,1373,1420,1445,1378,1352,1438,1438,1449,1794,1755,1427,1491,1617,1455,Violent,31,30,3.3,117,120,-2.5,580,571,1.6,-3.7,22.9,-51.3,2024-05-19,1464,4563,1521,2,2.6,-9.5,-4,19.9,16.2,16.9,18.4,16.5,16.6,17.3
city,Robbery,32562,28202,27229,25989,24373,24722,23739,21809,22401,18601,19486,19717,20144,19128,16539,16931,15500,13956,12913,13371,13106,13831,17411,16910,Property,317,309,2.6,1254,1208,3.8,6155,5852,5.2,2.6,-8.2,-80.5,2024-05-19,17213,48152,16050.7,29,31.3,-1.1,7,151.9,148.9,157.1,197.8,192.1,195.5,182.3
city,Felony Assault,25924,23453,21147,19139,18622,17750,17309,17493,16284,16773,16956,18482,19381,20297,20207,20270,20847,20052,20208,20698,20572,22835,26063,27876,Violent,561,578,-2.9,2236,2095,6.7,10353,9941,4.1,13.3,70.3,-28.4,2024-05-19,28288,76774,25591.3,35.5,37.5,8.5,11,235.1,233.7,259.4,296,316.6,321.3,290.7
city,Burglary,38352,32763,31275,29110,26976,24117,23143,21762,20725,19430,18600,18720,19168,17429,16765,15125,12990,12083,11687,10783,15478,12811,15746,13773,Property,249,279,-10.8,957,1078,-11.2,4818,5488,-12.2,-17.8,-27,-87.1,2024-05-19,13103,42330,14110,-11,-15.3,-16.8,-7,122.5,175.8,145.5,178.8,156.4,148.8,160.3
city,Grand Larceny,49631,46329,45771,46751,48763,48243,46625,44924,44242,39580,37835,38501,42497,45368,43862,44005,44279,43150,43558,43250,35505,40870,51565,50586,Property,910,980,-7.1,3649,3864,-5.6,17927,18568,-3.5,-3.5,35.3,-40.8,2024-05-19,49945,143021,47673.7,42.5,40.7,-3.1,5,491.2,403.3,464.2,585.7,574.6,567.3,541.5
city,Motor Vehicle Theft,35442,29531,26656,23413,20884,18246,15745,13174,12482,10670,10329,9314,8093,7400,7664,7332,6327,5676,5428,5430,9037,10415,13749,15795,Property,290,304,-4.6,1055,1228,-14.1,5021,5629,-10.8,3.6,34.8,-88.3,2024-05-19,15187,39959,13319.7,74.8,68.1,10.5,14,61.7,102.6,118.3,156.2,179.4,172.5,151.3
city,Total Major Felonies,184652,162908,154809,147069,142093,135475,128682,121009,117956,106730,105115,106669,111147,111335,106722,105453,101716,96658,95883,95606,95593,102741,126589,126786,Combined Total,2361,2490,-5.2,9293,9624,-3.4,44983,46205,-2.6,-0.4,21.6,-71.6,2024-05-19,125564,356116,118705.3,32.6,31.4,-0.8,6,1085.9,1085.8,1167,1437.8,1440.1,1426.2,1348.3
