city,crime,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,type,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,last12mos,total_prior3years,avg_prior3years,inc_20to23,inc_20tolast12,inc_22tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate_last12,rate_prior3years
city,Murder,673,649,587,597,570,539,596,496,523,471,536,515,419,335,333,352,335,292,295,319,468,488,438,391,Violent,4,3,33.3,23,35,-34.3,357,385,-7.3,-15,-30.8,-80.6,2024-12-15,363,1317,439,-16.5,-22.4,-17.1,-17,3.6,5.3,5.5,5,4.4,4.1,5
city,Rape,2068,1981,2144,2070,1905,1858,1525,1351,1299,1205,1373,1420,1445,1378,1352,1438,1438,1449,1794,1755,1427,1491,1617,1455,Violent,40,29,37.9,140,122,14.8,1685,1403,20.1,7.6,27,-46,2024-12-15,1737,4563,1521,2,21.7,7.4,14,19.9,16.2,16.9,18.4,16.5,19.7,17.3
city,Robbery,32562,28202,27229,25989,24373,24722,23739,21809,22401,18601,19486,19717,20144,19128,16539,16931,15500,13956,12913,13371,13106,13831,17411,16910,Property,241,328,-26.5,1059,1315,-19.5,15943,16078,-0.8,-5,-14.8,-80.6,2024-12-15,16775,48152,16050.7,29,28,-3.7,5,151.9,148.9,157.1,197.8,192.1,190.5,182.3
city,Felony Assault,25924,23453,21147,19139,18622,17750,17309,17493,16284,16773,16956,18482,19381,20297,20207,20270,20847,20052,20208,20698,20572,22835,26063,27876,Violent,486,456,6.6,1959,1939,1,28200,26788,5.3,12.2,71.6,-29,2024-12-15,29288,76774,25591.3,35.5,42.4,12.4,14,235.1,233.7,259.4,296,316.6,332.7,290.7
city,Burglary,38352,32763,31275,29110,26976,24117,23143,21762,20725,19430,18600,18720,19168,17429,16765,15125,12990,12083,11687,10783,15478,12811,15746,13773,Property,247,245,0.8,944,1023,-7.7,12393,13229,-6.3,-18.4,-31,-87.2,2024-12-15,12937,42330,14110,-11,-16.4,-17.8,-8,122.5,175.8,145.5,178.8,156.4,146.9,160.3
city,Grand Larceny,49631,46329,45771,46751,48763,48243,46625,44924,44242,39580,37835,38501,42497,45368,43862,44005,44279,43150,43558,43250,35505,40870,51565,50586,Property,803,1058,-24.1,3364,3931,-14.4,46591,48770,-4.5,-6.3,27.7,-43.3,2024-12-15,48407,143021,47673.7,42.5,36.3,-6.1,2,491.2,403.3,464.2,585.7,574.6,549.8,541.5
city,Motor Vehicle Theft,35442,29531,26656,23413,20884,18246,15745,13174,12482,10670,10329,9314,8093,7400,7664,7332,6327,5676,5428,5430,9037,10415,13749,15795,Property,210,286,-26.6,912,1080,-15.6,13706,15142,-9.5,4.9,38,-87.2,2024-12-15,14359,39959,13319.7,74.8,58.9,4.4,8,61.7,102.6,118.3,156.2,179.4,163.1,151.3
city,Total Major Felonies,184652,162908,154809,147069,142093,135475,128682,121009,117956,106730,105115,106669,111147,111335,106722,105453,101716,96658,95883,95606,95593,102741,126589,126786,Combined Total,2031,2405,-15.6,8401,9445,-11.1,118875,121795,-2.4,-2.5,17.3,-71.2,2024-12-15,123866,356116,118705.3,32.6,29.6,-2.2,4,1085.9,1085.8,1167,1437.8,1440.1,1406.9,1348.3
