city,crime,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,type,lastweek2022,lastweek2021,week_pct_change,lastmonth2022,lastmonth2021,month_pct_change,yeartodate2022,yeartodate2021,yeartodate_pct_change,ytd_2yr_pct_change,ytd_12yr_pct_change,ytd_29yr_pct_change,lastdate,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
city,Murder,673,649,587,597,570,539,596,496,523,471,536,515,419,335,333,352,335,292,295,319,468,488,Violent,10,13,-23.1,30,32,-6.2,44,48,-8.3,-6.4,-6.4,-81.9,2023-02-12,484,1275,425,53,51.7,-0.8,14,3.6,5.3,5.5,5.5,4.8
city,Rape,2068,1981,2144,2070,1905,1858,1525,1351,1299,1205,1373,1420,1445,1378,1352,1438,1438,1449,1794,1755,1427,1491,Violent,28,25,12,102,121,-15.7,177,184,-3.8,23.8,27.3,-50.7,2023-02-12,1484,4673,1557.7,-15,-15.4,-0.5,-5,19.9,16.2,16.9,16.9,17.7
city,Robbery,32562,28202,27229,25989,24373,24722,23739,21809,22401,18601,19486,19717,20144,19128,16539,16931,15500,13956,12913,13371,13106,13831,Property,264,317,-16.7,1102,1147,-3.9,1790,1752,2.2,41.8,-19.9,-82.7,2023-02-12,13869,40308,13436,3.4,3.7,0.3,3,151.9,148.9,157.1,157.5,152.6
city,Felony Assault,25924,23453,21147,19139,18622,17750,17309,17493,16284,16773,16956,18482,19381,20297,20207,20270,20847,20052,20208,20698,20572,22835,Violent,469,473,-0.8,1783,1692,5.4,2833,2552,11,34.6,67.3,-30.7,2023-02-12,23116,64105,21368.3,10.3,11.7,1.2,8,235.1,233.7,259.4,262.6,242.7
city,Burglary,38352,32763,31275,29110,26976,24117,23143,21762,20725,19430,18600,18720,19168,17429,16765,15125,12990,12083,11687,10783,15478,12811,Property,279,317,-12,1090,1131,-3.6,1735,1731,0.2,21.5,-23,-85.8,2023-02-12,12815,39072,13024,18.8,18.8,0,-2,122.5,175.8,145.5,145.6,147.9
city,Grand Larceny,49631,46329,45771,46751,48763,48243,46625,44924,44242,39580,37835,38501,42497,45368,43862,44005,44279,43150,43558,43250,35505,40870,Property,896,987,-9.2,3589,3716,-3.4,5530,5749,-3.8,61.5,34.6,-40.3,2023-02-12,40651,119625,39875,-5.5,-6,-0.5,2,491.2,403.3,464.2,461.7,452.9
city,Motor Vehicle Theft,35442,29531,26656,23413,20884,18246,15745,13174,12482,10670,10329,9314,8093,7400,7664,7332,6327,5676,5428,5430,9037,10415,Property,299,298,0.3,1095,1036,5.7,1696,1631,4,100.2,48.6,-87.8,2023-02-12,10480,24882,8294,91.8,93,0.6,26,61.7,102.6,118.3,119,94.2
city,Total Major Felonies,184652,162908,154809,147069,142093,135475,128682,121009,117956,106730,105115,106669,111147,111335,106722,105453,101716,96658,95883,95606,95593,102741,Combined Total,2245,2430,-7.6,8791,8875,-0.9,13805,13647,1.2,49.2,18.8,-72.6,2023-02-12,102899,293940,97980,7.5,7.6,0.2,5,1085.9,1085.8,1167,1168.8,1112.9
