city,crime,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,type,lastweek2022,lastweek2021,week_pct_change,lastmonth2022,lastmonth2021,month_pct_change,yeartodate2022,yeartodate2021,yeartodate_pct_change,ytd_2yr_pct_change,ytd_12yr_pct_change,ytd_29yr_pct_change,lastdate,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
city,Murder,673,649,587,597,570,539,596,496,523,471,536,515,419,335,333,352,335,292,295,319,468,488,Violent,4,8,-50,25,38,-34.2,59,73,-19.2,-7.8,-22.4,-82.5,2023-03-05,474,1275,425,53,48.6,-2.9,12,3.6,5.3,5.5,5.4,4.8
city,Rape,2068,1981,2144,2070,1905,1858,1525,1351,1299,1205,1373,1420,1445,1378,1352,1438,1438,1449,1794,1755,1427,1491,Violent,26,39,-33.3,107,138,-22.5,257,297,-13.5,17.4,27.9,-51.2,2023-03-05,1451,4673,1557.7,-15,-17.3,-2.7,-7,19.9,16.2,16.9,16.5,17.7
city,Robbery,32562,28202,27229,25989,24373,24722,23739,21809,22401,18601,19486,19717,20144,19128,16539,16931,15500,13956,12913,13371,13106,13831,Property,269,287,-6.3,1165,1317,-11.5,2697,2752,-2,41.8,-12.6,-82,2023-03-05,13776,40308,13436,3.4,3,-0.4,3,151.9,148.9,157.1,156.5,152.6
city,Felony Assault,25924,23453,21147,19139,18622,17750,17309,17493,16284,16773,16956,18482,19381,20297,20207,20270,20847,20052,20208,20698,20572,22835,Violent,430,439,-2.1,1853,1758,5.4,4238,3837,10.5,34.1,65.6,-29.6,2023-03-05,23236,64105,21368.3,10.3,12.3,1.8,9,235.1,233.7,259.4,263.9,242.7
city,Burglary,38352,32763,31275,29110,26976,24117,23143,21762,20725,19430,18600,18720,19168,17429,16765,15125,12990,12083,11687,10783,15478,12811,Property,259,280,-7.5,1081,1224,-11.7,2545,2638,-3.5,20.6,-20.5,-85.5,2023-03-05,12718,39072,13024,18.8,17.9,-0.7,-2,122.5,175.8,145.5,144.5,147.9
city,Grand Larceny,49631,46329,45771,46751,48763,48243,46625,44924,44242,39580,37835,38501,42497,45368,43862,44005,44279,43150,43558,43250,35505,40870,Property,933,926,0.8,3598,3807,-5.5,8238,8569,-3.9,59.4,38.7,-38.4,2023-03-05,40539,119625,39875,-5.5,-6.3,-0.8,2,491.2,403.3,464.2,460.5,452.9
city,Motor Vehicle Theft,35442,29531,26656,23413,20884,18246,15745,13174,12482,10670,10329,9314,8093,7400,7664,7332,6327,5676,5428,5430,9037,10415,Property,267,235,13.6,1129,1072,5.3,2527,2405,5.1,103.3,57.2,-87.5,2023-03-05,10537,24882,8294,91.8,94.1,1.2,27,61.7,102.6,118.3,119.7,94.2
city,Total Major Felonies,184652,162908,154809,147069,142093,135475,128682,121009,117956,106730,105115,106669,111147,111335,106722,105453,101716,96658,95883,95606,95593,102741,Combined Total,2188,2214,-1.2,8958,9354,-4.2,20561,20571,-0,48.3,23.3,-71.9,2023-03-05,102731,293940,97980,7.5,7.5,-0,5,1085.9,1085.8,1167,1166.8,1112.9
