city,crime,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,type,lastweek2022,lastweek2021,week_pct_change,lastmonth2022,lastmonth2021,month_pct_change,yeartodate2022,yeartodate2021,yeartodate_pct_change,ytd_2yr_pct_change,ytd_12yr_pct_change,ytd_29yr_pct_change,lastdate,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
city,Murder,673,649,587,597,570,539,596,496,523,471,536,515,419,335,333,352,335,292,295,319,468,488,Violent,10,9,11.1,29,30,-3.3,405,457,-11.4,-8.4,-21.1,-77.7,2022-12-11,436,1275,425,53,36.7,-10.7,3,3.6,5.3,5.5,5,4.8
city,Rape,2068,1981,2144,2070,1905,1858,1525,1351,1299,1205,1373,1420,1445,1378,1352,1438,1438,1449,1794,1755,1427,1491,Violent,20,29,-31,92,119,-22.7,1535,1424,7.8,10.8,16.5,-50.4,2022-12-11,1602,4673,1557.7,-15,-8.7,7.4,3,19.9,16.2,16.9,18.2,17.7
city,Robbery,32562,28202,27229,25989,24373,24722,23739,21809,22401,18601,19486,19717,20144,19128,16539,16931,15500,13956,12913,13371,13106,13831,Property,285,307,-7.2,1251,1310,-4.5,16576,13000,27.5,34,-10.3,-79.6,2022-12-11,17407,40308,13436,3.4,30.2,25.9,30,151.9,148.9,157.1,197.7,152.6
city,Felony Assault,25924,23453,21147,19139,18622,17750,17309,17493,16284,16773,16956,18482,19381,20297,20207,20270,20847,20052,20208,20698,20572,22835,Violent,444,465,-4.5,1780,1823,-2.4,24690,21896,12.8,25,51.7,-37.3,2022-12-11,25629,64105,21368.3,10.3,23.8,12.2,20,235.1,233.7,259.4,291.1,242.7
city,Burglary,38352,32763,31275,29110,26976,24117,23143,21762,20725,19430,18600,18720,19168,17429,16765,15125,12990,12083,11687,10783,15478,12811,Property,292,306,-4.6,1166,1253,-6.9,14909,11981,24.4,1.3,-16,-84.4,2022-12-11,15739,39072,13024,18.8,46,22.9,21,122.5,175.8,145.5,178.8,147.9
city,Grand Larceny,49631,46329,45771,46751,48763,48243,46625,44924,44242,39580,37835,38501,42497,45368,43862,44005,44279,43150,43558,43250,35505,40870,Property,987,1416,-30.3,3830,4821,-20.6,48859,37746,29.4,43.8,35.7,-39.9,2022-12-11,51983,119625,39875,-5.5,20.2,27.2,30,491.2,403.3,464.2,590.4,452.9
city,Motor Vehicle Theft,35442,29531,26656,23413,20884,18246,15745,13174,12482,10670,10329,9314,8093,7400,7664,7332,6327,5676,5428,5430,9037,10415,Property,301,208,44.7,1105,939,17.7,12901,9757,32.2,50,31.5,-87.8,2022-12-11,13559,24882,8294,91.8,149.7,30.2,63,61.7,102.6,118.3,154,94.2
city,Total Major Felonies,184652,162908,154809,147069,142093,135475,128682,121009,117956,106730,105115,106669,111147,111335,106722,105453,101716,96658,95883,95606,95593,102741,Combined Total,2339,2740,-14.6,9253,10295,-10.1,119875,96261,24.5,31.4,19.7,-70.7,2022-12-11,126355,293940,97980,7.5,32.2,23,29,1085.9,1085.8,1167,1435.2,1112.9
